icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
"780a5d","CRK2017 ","China",1614114960,1614114960,114.0851,22.254,1935.48,false,144.04,180,10.4,null,1981.2,"5170",false,0
"a23ce3","N243TX  ","United States",1614114946,1614114946,-98.5351,29.6075,601.98,false,69.72,152.3,-1.63,null,617.22,"4506",false,0
"a98b1d","SWA713  ","United States",1614114964,1614114964,-93.4541,42.1093,11887.2,false,272.26,61.93,-0.33,null,11879.58,null,false,0
"a8d52b","N6686R  ","United States",1614114965,1614114965,-95.448,40.673,975.36,false,58.12,259.29,-0.33,null,876.3,null,false,0
"acd854","N927BR  ","United States",1614114084,1614114964,-104.0984,33.3973,13571.22,false,246.04,127.78,0.33,null,13967.46,"6304",false,0
"a0af90","N143TT  ","United States",1614114964,1614114964,-96.6568,32.195,2293.62,false,99.81,127.46,0,null,2324.1,null,false,0
"a0af91","N143TU  ","United States",1614114934,1614114934,-121.8167,37.6951,null,true,0.06,75.94,null,null,null,null,false,0
"a0fcde","N163AL  ","United States",1614114964,1614114964,-122.2173,47.5425,4975.86,false,132.61,289.49,33.81,null,4853.94,"3520",false,0
"7c146d","QFA409  ","Australia",1614114781,1614114793,144.8419,-37.6619,53.34,true,67.55,273.93,-0.65,null,null,"3766",false,0
"a110af","N168PD  ","United States",1614114964,1614114964,-66.1125,18.4433,121.92,false,43.41,275.44,1.63,null,114.3,null,false,0
"a389ef","N327SP  ","United States",1614114964,1614114964,-95.4463,30.838,975.36,false,48.98,233.97,-2.6,null,998.22,"1200",false,0
"773500","","Sri Lanka",1614114964,1614114964,118.9825,23.0214,12496.8,false,255.51,46.96,0,null,13228.32,"7350",false,0
"ac754b","AAL2219 ","United States",1614114696,1614114696,-66.8687,19.5012,11582.4,false,217.22,295.53,0,null,12222.48,null,false,0
"a7b520","EJA596  ","United States",1614114964,1614114964,-109.3754,32.9291,12192,false,187.77,289.53,0,null,12458.7,"7254",false,0
"a4f24d","N418ES  ","United States",1614114817,1614114830,-93.8512,45.196,624.84,false,48.7,148.83,1.95,null,502.92,null,false,0
"a4e6c0","AAL1868 ","United States",1614114964,1614114964,-78.5033,39.1781,5631.18,false,231.31,97.28,-7.8,null,5501.64,"3554",false,0
"a7f90d","N61237  ","United States",1614114964,1614114964,-80.4507,26.0753,434.34,false,54.53,180.54,0.33,null,457.2,null,false,0
"a0c980","N15TA   ","United States",1614114964,1614114964,-121.5558,37.9543,1005.84,false,86.74,247.69,-4.23,null,1089.66,"1200",false,0
"abf2c2","SWA295  ","United States",1614114964,1614114964,-87.9273,39.3172,11887.2,false,240,154.48,0,null,11971.02,"2624",false,0
"a4e6c8","AWI3841 ","United States",1614114964,1614114964,-77.357,39.1653,1264.92,false,140.45,179.58,-0.98,null,1181.1,"3554",false,0
"a4a2ec","OUA2    ","United States",1614114964,1614114964,-97.5304,35.1886,800.1,false,62.66,32.25,-1.95,null,746.76,"0426",false,0
"a7fbbb","SKW5403 ","United States",1614114964,1614114964,-111.8963,42.6886,10965.18,false,171.83,287.24,0.65,null,10850.88,null,false,0
"484216","AMBU1   ","Kingdom of the Netherlands",1614114964,1614114964,4.7435,52.3108,null,true,15.43,2.81,null,null,null,null,false,0
"e48fde","PPEPH   ","Brazil",1614114964,1614114964,-48.2218,-16.1429,3177.54,false,187.03,13.85,-11.38,null,3360.42,"2444",true,0
"e48fcf","TAM3242 ","Brazil",1614114953,1614114953,-46.4836,-23.4331,null,true,6.17,357.19,null,null,null,"0370",false,0
"7c61c3","TLH     ","Australia",1614114964,1614114964,153.1,-27.1302,312.42,false,93.57,5.68,0,null,373.38,"1200",false,0
"ab6c08","DAL1293 ","United States",1614114963,1614114963,-88.6878,36.4951,11582.4,false,220.2,334.39,0,null,11811,"6643",false,0
"140b2a","JSI9162 ","Russian Federation",1614114964,1614114964,38.143,54.8807,6926.58,false,165.38,325.52,-1.63,null,6827.52,null,false,0
"ac319b","N885NG  ","United States",1614114964,1614114964,-114.816,34.7737,8534.4,false,120.93,271.46,0,null,8740.14,"2660",false,0
"48420a","C5      ","Kingdom of the Netherlands",1614114956,1614114963,4.753,52.3182,null,true,1.8,258.75,null,null,null,null,false,0
"abebbe","SWA4849 ","United States",1614114964,1614114964,-94.6137,39.247,11277.6,false,252.87,111.61,0,null,11399.52,null,false,0
"ab9952","N8466E  ","United States",1614114964,1614114964,-88.2225,41.9867,701.04,false,50.61,197.15,-2.93,null,647.7,"1200",false,0
"a04c67","GTI3709 ","United States",1614114963,1614114964,-89.3237,36.829,11887.2,false,275.39,48.03,0,null,12085.32,"0311",false,0
"a4189f","DAL2371 ","United States",1614114962,1614114962,-84.866,31.988,7437.12,false,228.99,338.1,-7.15,null,7719.06,"7137",false,0
"a6893d","N520DD  ","United States",1614114962,1614114963,-95.9372,31.5968,5486.4,false,126.62,335.52,0,null,5692.14,"2536",false,0
"a05f94","N123HP  ","United States",1614114964,1614114964,-111.7181,33.3179,579.12,false,56.08,359.47,-1.3,null,541.02,null,false,0
"c82009","ANZ814M ","New Zealand",1614114963,1614114964,174.9894,-40.0758,5173.98,false,126.56,359.53,0,null,5402.58,"5677",false,0
"ab8628","N84114  ","United States",1614114948,1614114948,-80.1487,25.6699,121.92,false,44.04,14.2,0,null,129.54,"1200",false,0
"484207","C1      ","Kingdom of the Netherlands",1614114964,1614114964,4.7465,52.3146,null,true,4.37,171.56,null,null,null,null,false,0
"89634a","ABY458  ","United Arab Emirates",1614114957,1614114957,70.7449,20.1808,11285.22,false,232.39,115.71,0,null,11910.06,null,false,0
"484209","C4      ","Kingdom of the Netherlands",1614114682,1614114682,4.7542,52.3197,null,true,3.34,351.56,null,null,null,null,false,0
"aa1b39","NDU750  ","United States",1614114691,1614114699,-111.6352,33.2854,541.02,false,39.35,318.18,-1.95,null,518.16,null,false,0
"4244a3","SBI5006 ","United Kingdom",1614114965,1614114965,51.1146,58.4916,10668,false,226.73,104.86,0,null,10088.88,null,false,0
"aba573","N85ER   ","United States",1614114964,1614114964,-81.9843,27.3272,3893.82,false,146.3,313.29,-4.88,null,4023.36,"6101",false,0
"ac0940","N875DM  ","United States",1614114964,1614114964,-119.5826,36.7738,784.86,false,122.55,233.71,-5.53,null,815.34,null,false,0
"ac7581","AAL1251 ","United States",1614114951,1614114964,-77.0213,25.1294,11582.4,false,198.22,298.69,0,null,12184.38,"3604",false,0
"484200","A1      ","Kingdom of the Netherlands",1614114964,1614114964,4.7526,52.3182,null,true,10.8,84.38,null,null,null,null,false,0
"a759c4","N573CD  ","United States",1614114945,1614114945,-82.0792,30.3412,2278.38,false,108.03,90.27,-3.25,null,2369.82,null,false,0
"a332e6","N305LG  ","United States",1614114904,1614114904,-109.3734,34.2705,8290.56,false,162.89,70.25,-0.33,null,8420.1,"2450",false,0
"484204","KV2     ","Kingdom of the Netherlands",1614114948,1614114948,4.8011,52.3103,null,true,6.43,39.38,null,null,null,null,false,0
"a506da","OAE600  ","United States",1614114964,1614114964,-0.7618,51.4243,10668,false,251.09,97.42,0.33,null,10911.84,"1156",false,0
"a7f903","N6123X  ","United States",1614114670,1614114686,-104.5245,39.6846,2186.94,false,48.92,2.41,-2.6,null,2110.74,null,false,0
"a9085d","EJA681  ","United States",1614114931,1614114949,-116.0397,34.0472,5166.36,false,205.63,73.88,-0.33,null,5265.42,"4637",false,0
"7c6dea","QFA750  ","Australia",1614114964,1614114964,151.8188,-24.6638,11582.4,false,227.29,326.63,0,null,12214.86,"6031",false,0
"a4491c","UAL311  ","United States",1614114964,1614114964,-89.4737,30.5112,11887.2,false,279.59,81.85,0,null,12382.5,null,false,0
"a7b544","N596SC  ","United States",1614114963,1614114964,-95.9638,36.0215,579.12,false,61.85,11.03,-1.63,null,510.54,null,false,0
"abebe0","SWA4748 ","United States",1614114964,1614114964,-82.5611,28.7833,6720.84,false,207.15,349.56,10.4,null,6995.16,null,false,0
"abcf19","N860CR  ","United States",1614114962,1614114964,-86.2423,32.6791,8884.92,false,152.07,315.82,-9.43,null,9204.96,"1573",false,0
"a4491f","DAL2144 ","United States",1614114964,1614114964,-83.7213,34.2016,3901.44,false,191.62,220.32,-14.31,null,4000.5,"3061",false,0
"4070a8","BCS115  ","United Kingdom",1614114964,1614114964,8.9392,51.2846,11262.36,false,229.79,80.85,-2.28,null,11551.92,"1000",false,0
"a9ee09","N739RZ  ","United States",1614114964,1614114964,-80.5552,35.2595,746.76,false,43.42,166.29,0.98,null,723.9,"1200",false,0
"a968db","N705TS  ","United States",1614114965,1614114965,-81.4818,29.216,8229.6,false,144.82,340.28,-0.33,null,8572.5,"6507",false,0
"a54f5f","N441LS  ","United States",1614114964,1614114964,-80.9401,36.7101,7010.4,false,115.94,3.31,0.33,null,7063.74,"6024",false,0
"a5c2dd","UAL1109 ","United States",1614114964,1614114964,-83.9037,41.775,10058.4,false,276.79,90.64,0,null,9966.96,"3172",false,0
"a968df","DAL325  ","United States",1614114937,1614114937,-115.1473,36.0785,null,true,3.6,275.62,null,null,null,null,false,0
"ac756c","AAL209  ","United States",1614114959,1614114959,-100.5287,41.96,11887.2,false,266.26,68.94,0,null,11879.58,null,false,0
"7c6dec","QFA675  ","Australia",1614114965,1614114965,144.748,-37.6566,861.06,false,125.83,273.99,12.03,null,914.4,"4032",false,0
"aa1b27","N750ML  ","United States",1614114964,1614114964,-90.2034,43.401,10896.6,false,125.19,244.7,3.58,null,10797.54,"7143",false,0
"acd88e","DAL1872 ","United States",1614114964,1614114964,-79.8247,28.3606,12496.8,false,187.06,304.13,0,null,13045.44,"3612",false,0
"a46705","N383G   ","United States",1614114964,1614114964,-97.3087,32.718,731.52,false,41.68,167.16,-0.33,null,701.04,null,false,0
"a3e558","N350FP  ","United States",1614112193,1614114964,-99.7132,32.8158,6705.6,false,136.66,296.85,0,null,6896.1,"2333",false,0
"a20d0e","RPA5660 ","United States",1614114964,1614114964,-89.8182,41.085,11582.4,false,174.21,246.69,0.33,null,11628.12,"1257",false,0
"896327","ETD994  ","United Arab Emirates",1614114964,1614114964,80.212,13.0231,800.1,false,95.41,4.02,15.28,null,685.8,null,false,0
"a46702","LXJ383  ","United States",1614114964,1614114964,-86.707,31.477,13106.4,false,172.09,257.04,0,null,13578.84,"2431",false,0
"a8fdf8","N679JJ  ","United States",1614114963,1614114963,-96.146,31.8954,2438.4,false,100.7,341.84,-0.33,null,2506.98,"4712",false,0
"a9bd54","N7268P  ","United States",1614114964,1614114964,-90.6179,38.5617,762,false,59.73,82.08,-0.98,null,723.9,null,false,0
"a34729","DAL1535 ","United States",1614114964,1614114964,-85.1093,33.111,5334,false,212.27,47.46,-10.4,null,5501.64,"5717",true,0
"a17383","OXF7301 ","United States",1614114956,1614114956,-113.4928,34.1634,2575.56,false,60.19,288.43,0,null,2613.66,"1613",false,0
"a661ed","N510FA  ","United States",1614114959,1614114963,-80.5206,26.0629,320.04,false,49.94,214.51,0.98,null,335.28,null,false,0
"89631d","UAE9745 ","United Arab Emirates",1614114745,1614114746,55.4636,24.1009,8892.54,false,263.65,175.64,7.15,null,9014.46,"1044",false,0
"a01805","RPA4935 ","United States",1614114963,1614114963,-84.9502,37.3001,9448.8,false,253.58,148.44,0,null,9616.44,null,false,0
"a06a26","N126BS  ","United States",1614114964,1614114964,-74.9482,39.0732,670.56,false,59.22,172.01,-3.58,null,563.88,"7135",false,0
"aa3539","NC2944Z ","United States",1614114965,1614114965,-76.4265,39.3257,342.9,false,42.1,206.88,1.3,null,266.7,"1200",false,0
"a47cce","N389AW  ","United States",1614114963,1614114964,-88.4865,28.7298,12496.8,false,262.68,106.73,-0.33,null,13053.06,null,false,0
"a02dda","SKW5555 ","United States",1614114953,1614114959,-87.8957,42.9476,243.84,true,7.72,92.81,null,null,null,"6536",false,0
"ade548","DAL1008 ","United States",1614114961,1614114963,-92.0527,34.6559,9144,false,197.75,281.25,0,null,9433.56,null,false,0
"ab49fa","N8263V  ","United States",1614114963,1614114964,-89.1985,41.3342,1859.28,false,101.17,57.04,-2.6,null,1760.22,"1773",false,0
"7805dc","CKK218  ","China",1614114964,1614114964,85.7455,53.9966,10058.4,false,268.55,105.1,0,null,9464.04,null,false,0
"a0e751","UAL1492 ","United States",1614114964,1614114964,-117.2685,33.5166,7802.88,false,218.64,108.52,-10.73,null,7970.52,"2043",false,0
"a65871","N508JA  ","United States",1614114964,1614114964,-93.84,39.0102,10972.8,false,157.89,309.45,0,null,11109.96,null,false,0
"a7c80d","N600JF  ","United States",1614114964,1614114964,-81.6795,28.6685,1341.12,false,49.73,204.44,-0.98,null,1379.22,null,false,0
"a08446","SKW5640 ","United States",1614114963,1614114963,-81.6621,33.3594,8473.44,false,192.34,300.54,4.88,null,8740.14,null,false,0
"a3299f","N30235  ","United States",1614114964,1614114964,-90.5137,38.7762,426.72,false,49.68,158.75,0.33,null,411.48,null,false,0
"896341","ETD411  ","United Arab Emirates",1614114964,1614114964,82.0435,13.4095,11582.4,false,248.01,296.62,0,null,12169.14,"2147",false,0
"a47cd1","ATN3459 ","United States",1614114950,1614114955,-112.0256,33.4336,null,true,0,90,null,null,null,null,false,0
"a01ac4","CSJ58   ","United States",1614114961,1614114961,-75.9534,43.4254,2346.96,false,108.2,167.09,-3.58,null,2148.84,"1075",false,0
"a3f88e","DAL701  ","United States",1614114964,1614114964,-121.805,43.7052,10988.04,false,196.54,344.98,-0.33,null,10934.7,null,false,0
"a047fe","N117UH  ","United States",1614114964,1614114964,-72.0457,40.9822,7924.8,false,176.14,226.66,0.33,null,7597.14,"3404",false,0
"a5d5ae","SWA286  ","United States",1614114964,1614114964,-81.4243,28.5119,2461.26,false,127.07,180.46,-8.45,null,2552.7,"6734",false,0
"ac3ca6","EJM888  ","United States",1614114615,1614114699,-79.3461,33.7875,13106.4,false,221.45,213.25,0.33,null,13411.2,"7120",false,0
"a3d9c1","N34701  ","United States",1614114964,1614114964,-121.4766,43.8774,3543.3,false,51.35,227.84,2.6,null,3581.4,null,false,0
"aa8ec6","N78GC   ","United States",1614114944,1614114947,-122.4626,37.4934,457.2,false,40.77,317.05,-6.18,null,518.16,"1200",false,0
"c8200b","ANZ346M ","New Zealand",1614114964,1614114964,173.0899,-42.9386,4602.48,false,103.71,36.53,0.33,null,4785.36,"5670",false,0
"abd60b","SWA2846 ","United States",1614114685,1614114685,-119.3226,39.6433,6210.3,false,192.68,49.55,8.78,null,5646.42,null,false,0
"a4f21b","SVL50   ","United States",1614114965,1614114965,-72.3833,41.3904,7010.4,false,196.74,64.44,0,null,6659.88,"7043",false,0
"a376ec","DAL817  ","United States",1614114964,1614114964,-112.4479,35.5268,8229.6,false,223.95,182.24,0.33,null,8412.48,"3501",false,0
"a287a4","ENY3302 ","United States",1614114960,1614114964,-97.0943,32.9204,297.18,false,65.62,138.81,-4.55,null,259.08,"1144",false,0
"aa2e36","SKW3177 ","United States",1614114964,1614114964,-106.1473,40.2732,9326.88,false,270.62,66.11,7.48,null,9425.94,null,false,0
"0ac19c","AVA4849 ","Colombia",1614114818,1614114962,-74.1689,4.6489,3314.7,false,129.91,256.95,-0.33,null,3489.96,null,false,0
"acbe9c","EPI555  ","United States",1614114923,1614114923,-81.0553,28.9352,1127.76,false,61.17,108.13,-0.65,null,1173.48,null,false,0
"a1bc64","N21038  ","United States",1614114964,1614114964,-96.7439,41.0061,982.98,false,42.63,197.56,0,null,883.92,null,false,0
"ad825c","N97LX   ","United States",1614114964,1614114964,-81.6613,26.3425,777.24,false,94.96,201.28,-4.55,null,792.48,"2636",false,0
"896303","UAE335  ","United Arab Emirates",1614114963,1614114963,75.0012,19.9359,10972.8,false,253.74,281.1,0,null,11574.78,null,false,0
"c00c22","CFEPL   ","Canada",1614114929,1614114929,-91.105,45.1804,3413.76,false,99.71,155.95,0,null,3261.36,null,false,0
"896307","UAE532  ","United Arab Emirates",1614114963,1614114963,76.088,10.2815,1516.38,false,137.05,143.09,-7.48,null,1501.14,null,false,0
"a43653","N3701N  ","United States",1614114964,1614114964,-97.5274,43.2945,3474.72,false,96.8,71.08,0.33,null,3299.46,null,false,0
"a83a74","N6293G  ","United States",1614114867,1614114867,-95.7801,41.2784,586.74,false,45.42,170.22,-3.25,null,472.44,null,false,0
"a74b1b","SCX3007 ","United States",1614114469,1614114787,-77.7881,37.4454,1363.98,false,109.06,115.72,-1.95,null,1295.4,"3217",false,0
"abf2ea","SWA2629 ","United States",1614114964,1614114964,-95.1097,36.985,11887.2,false,269.06,113.67,-0.33,null,12092.94,"0617",false,0
"a95a1c","AAL1642 ","United States",1614114862,1614114929,-87.9,42.9461,251.46,true,0,73.12,null,null,null,"6262",false,0
"a167b5","N19VH   ","United States",1614114933,1614114934,-111.7998,33.2746,396.24,false,6.19,228.37,-0.98,null,365.76,null,false,0
"a1cf96","N2158S  ","United States",1614114744,1614114744,-74.9084,40.4223,null,true,13.89,312.19,null,null,null,"1200",false,0
"a18694","N198HB  ","United States",1614114964,1614114964,-85.6865,36.5893,12192,false,207.6,340.76,0.33,null,12412.98,"4157",false,0
"ad7b7c","N968SP  ","United States",1614114934,1614114939,-95.7612,41.2872,701.04,false,31.93,267.23,-0.33,null,594.36,null,false,0
"aa3518","SWA3487 ","United States",1614114957,1614114962,-97.7185,33.5643,4099.56,false,190.83,118.5,-9.1,null,4198.62,"0445",false,0
"a91df7","N687HR  ","United States",1614114964,1614114964,-117.1308,33.5327,1943.1,false,93.64,296.42,0.33,null,2049.78,"1200",false,0
"868dd7","ANA8432 ","Japan",1614114959,1614114959,140.4845,35.349,1828.8,false,140.59,17.24,-7.15,null,1874.52,"3602",false,0
"a848e6","PDT6038 ","United States",1614114961,1614114961,-78.9163,37.4814,9753.6,false,190.93,228.28,-0.33,null,9845.04,"1703",false,0
"a7348f","N5631E  ","United States",1614114964,1614114964,-80.3114,26.384,1066.8,false,38.59,270.76,0.65,null,1089.66,null,false,0
"440625","EJU912V ","Austria",1614114615,1614114673,4.9773,45.9353,1066.8,false,99.31,134.37,-2.28,null,1318.26,"1000",false,0
"a06a09","AAL2014 ","United States",1614114963,1614114964,-97.5551,32.8472,4457.7,false,178.5,285.72,10.73,null,4564.38,"3431",false,0
"a781ee","N583K   ","United States",1614114964,1614114964,-82.0018,27.9471,2697.48,false,84.1,165.11,0,null,2788.92,null,false,0
"896316","UAE2523 ","United Arab Emirates",1614114964,1614114964,80.3039,14.2674,10972.8,false,250.56,297.25,0,null,11544.3,"0130",false,0
"ab0702","FLC81   ","United States",1614114951,1614114962,-95.3012,32.3721,2484.12,false,93.35,156.97,8.45,null,2552.7,null,false,0
"896319","UAE122  ","United Arab Emirates",1614114958,1614114958,55.5333,25.159,601.98,false,88.67,301.48,0,null,609.6,"1044",false,0
"ae4be3","ROYAL34 ","United States",1614114964,1614114964,-113.9943,35.5336,7620,false,149.82,123.09,0,null,7772.4,"3475",false,0
"aa2e0b","EJA755  ","United States",1614114964,1614114964,-109.5046,36.139,13098.78,false,200.28,241.46,0,null,13304.52,"6017",false,0
"a54f1f","N441JC  ","United States",1614114724,1614114724,-119.8774,34.5435,2194.56,false,115.69,289.48,-10.73,null,2316.48,"7373",false,0
"a047db","SKW5293 ","United States",1614114964,1614114964,-98.9397,39.4931,11277.6,false,259.58,94.55,0.33,null,11376.66,null,false,0
"ac9f4f","NKS3835 ","United States",1614114651,1614114652,-117.7125,37.3348,9448.8,false,244.29,96.29,0.33,null,9639.3,"0037",false,0
"ac097f","N875G   ","United States",1614114964,1614114964,-72.7288,40.7766,723.9,false,53.92,138.09,-0.98,null,571.5,null,false,0
"7c451c","QJE1531 ","Australia",1614114964,1614114964,144.714,-37.851,3139.44,false,181.59,148.2,13,null,3215.64,"3613",false,0
"acb9cf","TST276  ","United States",1614114964,1614114964,-96.43,32.6212,381,false,34.16,217.04,3.25,null,342.9,"1200",false,0
"a728eb","SWA3496 ","United States",1614114888,1614114964,-83.0958,32.4942,8983.98,false,199.05,318.77,-10.73,null,9304.02,"7466",false,0
"4070e4","EXS6149 ","United Kingdom",1614114964,1614114964,26.6355,38.6528,11582.4,false,211.44,318.75,0,null,11788.14,"5226",false,0
"abcf58","FDX6    ","United States",1614114961,1614114961,7.1319,50.8785,-91.44,false,68.45,137.44,-1.95,null,129.54,"0675",false,0
"89630f","UAE2529 ","United Arab Emirates",1614114964,1614114964,76.5511,10.1509,11559.54,false,249.22,308.72,4.23,null,12146.28,null,false,0
"a394aa","JESTER92","United States",1614114964,1614114964,-86.256,30.3654,2689.86,false,76.35,147.38,0,null,2766.06,"5156",false,0
"a973a4","N708Q   ","United States",1614114964,1614114964,-74.1723,40.9651,998.22,false,130.45,8.16,0,null,853.44,"4226",false,0
"a3a0cf","UAL2379 ","United States",1614114964,1614114964,-77.4385,38.782,647.7,false,90.05,1.31,0,null,571.5,"7377",false,0
"aa970c","SWA1411 ","United States",1614114964,1614114964,-109.3454,32.7572,12199.62,false,194.77,284.22,0,null,12466.32,"4221",false,0
"ae03fb","ROGUE1  ","United States",1614114861,1614114890,-93.3619,37.2906,678.18,false,61.14,202.25,-1.95,null,624.84,null,false,0
"a32d45","N3033N  ","United States",1614114963,1614114963,-88.9457,41.4576,1501.14,false,74.9,200.92,-1.3,null,1394.46,"1200",false,0
"a7d30a","N603GR  ","United States",1614114964,1614114964,-72.0565,42.0344,2598.42,false,143.03,15.44,-8.78,null,2354.58,"2703",false,0
"a034fe","","United States",1614114818,1614114818,-81.0595,29.1618,243.84,false,49.73,245.56,0.33,null,266.7,null,false,0
"ad337c","N95NB   ","United States",1614114963,1614114964,-94.3952,39.4764,2225.04,false,133.25,252.47,-13.33,null,2156.46,"5720",false,0
"a7a9fb","EJA593  ","United States",1614114964,1614114964,-78.9514,34.5688,6705.6,false,220.01,196.99,0,null,6819.9,"0567",false,0
"abf396","SWA3644 ","United States",1614114964,1614114964,-81.7922,37.4802,12496.8,false,273.12,68.22,0,null,12603.48,"0324",false,0
"a154e6","SKW3344 ","United States",1614114964,1614114964,-121.3427,45.441,4511.04,false,141.98,300,-7.8,null,4518.66,null,false,0
"a2bdc6","N276LF  ","United States",1614114812,1614114924,-89.8516,32.7569,1638.3,false,92.47,30.42,0,null,1684.02,"1200",false,0
"a613e0","ASA716  ","United States",1614114937,1614114949,-119.6972,45.6786,10050.78,false,259.21,121.2,0.65,null,9829.8,"6621",false,0
"a32107","N300TM  ","United States",1614114964,1614114964,-82.8116,40.6382,7924.8,false,79.75,279.28,0,null,7856.22,"4134",false,0
"a05eb4","GTI3746 ","United States",1614114677,1614114680,-89.0105,42.2294,670.56,false,73.07,237.65,-4.55,null,601.98,"6062",false,0
"abe7e3","SWA1534 ","United States",1614114960,1614114960,-115.1613,36.0788,null,true,9.77,270,null,null,null,"1370",false,0
"a97ff9","N711CC  ","United States",1614114955,1614114955,-90.8215,35.8314,9144,false,195.98,305.28,0,null,9372.6,null,false,0
"aac7fc","01234567","United States",1614114964,1614114964,-88.2412,28.4419,12199.62,false,200.93,282.72,0,null,12755.88,"6661",false,0
"aaadf8","SWA2782 ","United States",1614114219,1614114964,-105.6644,31.6619,12496.8,false,248.46,107.35,-0.33,null,12877.8,null,false,0
"06a081","QTR8402 ","Qatar",1614114856,1614114856,80.9101,26.7562,10668,false,281.38,109.99,0,null,11170.92,null,false,0
"a06a5a","DAL1109 ","United States",1614114964,1614114964,-96.1007,36.2545,11277.6,false,254.29,19.13,0,null,11521.44,"3462",false,0
"a85ff5","JBU1210 ","United States",1614114964,1614114964,-75.8907,37.9416,10668,false,230.68,36.38,0,null,10652.76,"7310",false,0
"06a080","","Qatar",null,1614114758,null,null,null,false,232.83,255.41,0,null,null,null,false,0
"a0c132","","United States",null,1614114854,null,null,null,false,89.96,13.56,0.33,null,null,null,false,0
"a1ed2e","N223LP  ","United States",1614114964,1614114964,-120.7547,35.3665,1249.68,false,69.97,160.23,-2.6,null,1257.3,null,false,0
"a99293","CKS656  ","United States",1614114964,1614114964,-2.4506,53.2993,9448.8,false,272.47,97.59,0,null,9616.44,"2255",false,0
"896ec9","OP10    ","United Arab Emirates",1614114911,1614114911,55.3727,25.2411,null,true,8.75,300.94,null,null,null,null,false,0
"a28078","N260RD  ","United States",1614114959,1614114959,-90.41,14.4267,2346.96,false,76.65,298.46,0.33,null,2438.4,null,false,0
"abbab6","N855JC  ","United States",1614114963,1614114964,-109.4123,33.8482,11277.6,false,245.18,120.65,-0.33,null,11506.2,"1342",false,0
"7c801c","RXA6164 ","Australia",1614114964,1614114964,149.9965,-33.6741,3657.6,false,133.44,289.83,0,null,3825.24,"4036",false,0
"ac3d4a","N888TV  ","United States",1614114964,1614114964,-88.3149,42.0385,609.6,false,45.18,82.15,-0.65,null,563.88,"1200",false,0
"a4fda0","SWA1154 ","United States",1614114964,1614114964,-122.5694,45.5983,10378.44,false,186.34,353.66,0.33,null,10226.04,"3741",false,0
"a417c9","DAL2251 ","United States",1614114842,1614114844,-84.4211,33.6203,266.7,false,65.33,270,-1.63,null,281.94,"3730",false,0
"a0d456","N15222  ","United States",1614114793,1614114793,-81.8558,26.5925,0,false,35.33,227.95,-2.93,null,0,"1200",false,0
"a5a683","UAL1189 ","United States",1614114844,1614114844,-115.0498,30.2789,11285.22,false,227.86,141.78,0,null,11536.68,"3307",false,0
"42456f","SBI2513 ","United Kingdom",1614114932,1614114932,41.5624,55.9565,10096.5,false,219.77,85.7,4.55,null,9753.6,null,false,0
"42456e","SBI2549 ","United Kingdom",1614114962,1614114963,55.8583,57.9765,10066.02,false,221.97,98.26,0.33,null,9372.6,null,false,0
"a3a0ed","UAL403  ","United States",1614114964,1614114964,-104.6767,39.8562,null,true,8.23,255.94,null,null,null,null,false,0
"3c4587","BOX326  ","Germany",1614114964,1614114964,-2.3378,54.4781,9768.84,false,231.93,312.57,-0.65,null,9867.9,"4407",false,0
"155c2c","SDM6253 ","Russian Federation",1614114671,1614114684,41.7087,56.1148,7818.12,false,185.8,88.25,-8.78,null,7635.24,null,false,0
"3c4588","BOX190  ","Germany",1614114964,1614114964,10.3603,51.6703,10363.2,false,245.87,273.6,0,null,10652.76,"4152",false,0
"06a091","QTR452  ","Qatar",1614114770,1614114770,51.5954,25.2828,null,true,0.26,157.5,null,null,null,null,false,0
"a1f415","N225FD  ","United States",1614114964,1614114964,-81.5716,36.0975,12192,false,204.23,231.34,-0.33,null,12390.12,"5000",false,0
"a6f713","EJA548  ","United States",1614114964,1614114964,-74.2651,39.993,8618.22,false,197.24,212.32,7.8,null,8321.04,"1674",false,0
"c055ec","","Canada",null,1614114949,null,null,-83.82,true,5.66,143.44,null,null,null,null,false,0
"424597","AFL1870 ","United Kingdom",1614114964,1614114964,68.7353,41.4546,2301.24,false,136.85,145.41,-7.48,null,2270.76,"2770",false,0
"ae47db","","United States",1614114903,1614114903,-89.7326,43.3609,358.14,false,25.06,250.82,0.65,null,281.94,null,false,0
"a8bb5b","N66175  ","United States",1614114889,1614114897,-111.8885,33.8213,807.72,false,36.93,251.31,-3.58,null,800.1,null,false,0
"a3f7f3","LXJ355  ","United States",1614114964,1614114964,-81.9961,26.9144,null,true,0,64.69,null,null,null,null,false,0
"ac8ac8","N907SL  ","United States",1614114964,1614114964,-117.5837,33.376,1371.6,false,46.21,313.65,0.33,null,1371.6,"0237",false,0
"39cf03","AFR194  ","France",1614114964,1614114964,77.5426,13.2671,2339.34,false,107.15,228.5,-5.2,null,2346.96,"4514",false,0
"c827f1","ANZ806M ","New Zealand",1614114964,1614114964,175.7518,-38.8438,5173.98,false,130.4,31.12,-0.33,null,5425.44,"5575",false,0
"3c4582","BOX590  ","Germany",1614114964,1614114964,127.4914,37.1033,10668,false,299.35,101.6,0,null,10561.32,"0004",false,0
